iid	i_year	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary 	i_Drama 	i_Fantasy 	i_Film-Noir 	i_Horror 	i_Musical 	i_Mystery 	i_Romance 	i_Sci-Fi 	i_Thriller 	i_War 	i_Western	i_Other
282	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
283	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
284	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
285	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
286	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1
287	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
288	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
289	14	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
290	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
291	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
292	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
293	15	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
294	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
295	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
296	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
297	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
298	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
299	15	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1
300	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
301	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
302	15	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1
303	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
304	14	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
305	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
306	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
307	15	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1
308	15	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1
309	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
310	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
311	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1
312	15	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1
313	15	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
314	15	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
315	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
316	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
317	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
318	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
319	14	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
320	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
321	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
322	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
323	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
324	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
325	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
326	15	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
327	15	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1
328	15	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1
329	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
330	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
331	15	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
332	15	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
333	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
334	15	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1
335	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
336	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
337	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1
338	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
339	15	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
340	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
341	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
342	15	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1
343	15	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1
344	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
345	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
346	15	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
347	16	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
348	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
349	16	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
350	16	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
351	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
352	15	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
353	16	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1
354	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
355	16	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
356	12	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1
357	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
358	15	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
359	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
360	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
361	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
362	16	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
363	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
364	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
365	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
366	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
367	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
368	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
369	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
370	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
371	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
372	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
373	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
374	13	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
375	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
376	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
377	12	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
378	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
379	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
380	12	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
381	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
382	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
383	12	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
384	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
385	12	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
386	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
387	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
388	12	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
389	12	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
390	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
391	11	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
392	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
393	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
394	12	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1
395	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
396	12	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1
397	11	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
398	11	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
399	11	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
400	12	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
401	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
402	8	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1
403	7	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
404	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
405	14	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
406	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1
407	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
408	14	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
409	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
410	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
411	14	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1
412	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
413	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
414	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
415	5	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2
416	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
417	4	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
418	3	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
419	4	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1
420	3	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
421	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
422	14	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
423	6	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1
424	14	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
425	10	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
426	7	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1
427	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
428	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
429	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
430	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
431	7	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
432	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
433	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
434	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
435	4	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
436	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
437	10	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
438	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
439	11	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
440	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
441	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
442	8	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
443	4	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
444	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1
445	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
446	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
447	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
448	5	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
449	5	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
450	7	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
451	5	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
452	5	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
453	6	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
454	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
455	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
456	15	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
457	15	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
458	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
459	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
460	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
461	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
462	10	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
463	12	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
464	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
465	12	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
466	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
467	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
468	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
469	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
470	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
471	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
472	14	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
473	14	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
474	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
475	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
476	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
477	14	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
478	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
479	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
480	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
481	4	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
482	3	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1
483	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1
484	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
485	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1
486	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
487	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
488	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
489	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1
490	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1
491	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
492	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
494	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
495	3	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
496	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
497	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
498	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
499	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
500	14	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
501	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
502	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
503	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
504	4	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
505	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
506	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
507	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
508	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
509	7	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
510	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
511	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
512	7	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
513	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
514	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
515	15	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
516	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
517	5	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
518	8	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
519	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
520	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
521	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
522	7	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
523	4	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
524	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
525	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
526	3	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
527	6	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
528	6	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
529	7	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
530	5	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
531	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
532	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
533	15	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
534	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
535	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
536	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
537	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
538	15	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
539	15	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
540	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
541	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
542	13	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1
543	13	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
544	14	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1
545	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
546	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
547	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
548	14	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
549	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1
550	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
551	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
552	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
553	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
554	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
555	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
556	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
557	12	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
558	12	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1
559	12	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
560	13	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1
561	12	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1
562	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
563	13	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
564	13	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
